timestamp,function_name,duration,memory_used,num_api_calls,error_count,concurrency,ip_address,ttl,packet_size_in,packet_size_out,latency,fragment_count,source_port,status_code,label,attack_type
2026-03-17T17:07:05.201011,file-processor,174.44,102.91,1,0,1,192.168.1.20,64,880,253,16.84,0,53723,200,normal,
2026-03-17T17:07:09.201011,db-query,512.25,169.86,3,0,1,192.168.1.39,64,738,407,39.79,0,57286,200,normal,
2026-03-17T17:07:12.201011,file-processor,324.43,74.67,3,0,1,192.168.1.37,64,638,233,44.17,0,50441,200,normal,
2026-03-17T17:07:22.201011,api-handler,124.65,170.58,2,0,1,192.168.1.12,128,540,464,42.62,0,63355,200,normal,
2026-03-17T17:07:48.201011,file-processor,214.88,79.27,1,0,1,192.168.1.23,64,771,458,8.0,0,53825,200,normal,
2026-03-17T17:08:18.201011,api-handler,370.03,152.91,3,0,1,192.168.1.35,128,924,431,29.88,0,61188,200,normal,
2026-03-17T17:08:46.201011,api-handler,770.5,162.41,2,0,1,192.168.1.9,128,535,301,20.64,0,54561,200,normal,
2026-03-17T17:08:47.201011,api-handler,282.86,154.86,1,0,1,192.168.1.28,64,870,134,15.8,0,58878,200,normal,
2026-03-17T17:09:12.201011,api-handler,721.19,130.83,1,0,1,192.168.1.41,64,857,454,23.15,0,57623,200,normal,
2026-03-17T17:09:18.201011,db-query,620.75,105.17,2,0,1,192.168.1.7,64,650,256,15.87,0,52129,200,normal,
2026-03-17T17:09:20.201011,api-handler,686.02,79.04,1,0,1,192.168.1.3,64,312,174,43.26,0,61056,200,normal,
2026-03-17T17:09:22.201011,db-query,758.01,116.95,2,0,1,192.168.1.16,64,625,453,49.07,0,54378,200,normal,
2026-03-17T17:09:25.201011,file-processor,174.09,132.25,1,0,1,192.168.1.46,64,531,318,46.21,0,58777,200,normal,
2026-03-17T17:09:40.201011,db-query,478.22,81.65,2,0,1,192.168.1.4,128,294,131,9.16,0,56943,200,normal,
2026-03-17T17:09:49.201011,file-processor,772.71,107.71,3,0,1,192.168.1.33,64,765,188,22.99,0,59743,200,normal,
2026-03-17T17:09:55.201011,auth-service,612.3,157.03,3,0,1,192.168.1.32,128,982,368,19.5,0,58927,200,normal,
2026-03-17T17:10:09.201011,auth-service,257.33,84.32,2,0,1,192.168.1.13,128,1006,509,29.49,0,60863,200,normal,
2026-03-17T17:10:13.201011,api-handler,508.82,136.4,3,0,1,192.168.1.18,128,943,324,20.76,0,63642,200,normal,
2026-03-17T17:10:33.201011,api-handler,574.03,124.02,2,0,1,192.168.1.3,64,317,180,17.88,0,54282,200,normal,
2026-03-17T17:11:00.201011,api-handler,433.23,166.68,2,0,1,192.168.1.16,128,293,204,19.32,0,57235,200,normal,
2026-03-17T17:11:25.201011,db-query,299.09,81.91,2,0,1,192.168.1.16,64,601,475,14.79,0,63176,200,normal,
2026-03-17T17:11:54.201011,db-query,339.14,65.93,1,0,1,192.168.1.13,128,708,152,38.77,0,64950,200,normal,
2026-03-17T17:12:05.201011,file-processor,697.9,127.09,3,0,1,192.168.1.3,64,1017,200,34.69,0,56892,200,normal,
2026-03-17T17:12:30.201011,auth-service,703.91,159.39,2,0,1,192.168.1.6,64,603,477,44.53,0,51736,200,normal,
2026-03-17T17:12:47.201011,db-query,514.1,101.07,1,0,1,192.168.1.47,64,641,406,46.93,0,56198,200,normal,
2026-03-17T17:12:58.201011,api-handler,211.39,85.6,2,0,1,192.168.1.49,64,660,382,8.82,0,54189,200,normal,
2026-03-17T17:13:04.201011,api-handler,481.71,123.79,3,0,1,192.168.1.40,128,550,341,29.79,0,51191,200,normal,
2026-03-17T17:13:21.201011,db-query,710.83,170.99,1,0,1,192.168.1.5,64,271,328,30.97,0,54076,200,normal,
2026-03-17T17:13:34.201011,file-processor,188.08,68.52,3,0,1,192.168.1.9,64,607,128,39.85,0,55794,200,normal,
2026-03-17T17:13:43.201011,db-query,219.96,144.04,3,0,1,192.168.1.46,64,909,512,49.16,0,60060,200,normal,
2026-03-17T17:13:48.201011,db-query,526.05,91.41,2,0,1,192.168.1.30,64,655,464,28.25,0,54013,200,normal,
2026-03-17T17:13:50.201011,file-processor,478.35,123.71,1,0,1,192.168.1.34,64,1011,381,45.79,0,62094,200,normal,
2026-03-17T17:13:51.201011,auth-service,79.9,79.84,2,0,1,192.168.1.30,64,892,134,9.37,0,55416,200,normal,
2026-03-17T17:14:21.201011,db-query,60.6,153.22,2,0,1,192.168.1.12,64,362,300,36.24,0,60425,200,normal,
2026-03-17T17:14:36.201011,db-query,129.16,172.91,3,0,1,192.168.1.15,64,457,404,7.37,0,55735,200,normal,
2026-03-17T17:15:04.201011,file-processor,487.71,108.32,2,0,1,192.168.1.35,64,799,511,13.81,0,51067,200,normal,
2026-03-17T17:15:16.201011,db-query,360.94,75.64,3,0,1,192.168.1.18,128,265,423,12.42,0,54062,200,normal,
2026-03-17T17:15:31.201011,auth-service,253.23,165.06,1,0,1,192.168.1.34,128,509,287,49.85,0,61689,200,normal,
2026-03-17T17:15:48.201011,file-processor,327.6,150.38,1,0,1,192.168.1.25,64,850,233,6.2,0,51954,200,normal,
2026-03-17T17:16:15.201011,api-handler,234.42,102.12,2,0,1,192.168.1.3,64,345,345,7.36,0,61842,200,normal,
2026-03-17T17:16:39.201011,file-processor,201.03,114.73,1,0,1,192.168.1.9,64,522,239,48.55,0,59946,200,normal,
2026-03-17T17:16:44.201011,auth-service,227.13,85.88,2,0,1,192.168.1.49,64,556,462,9.31,0,56056,200,normal,
2026-03-17T17:17:02.201011,auth-service,505.16,133.27,1,0,1,192.168.1.48,64,469,286,31.76,0,62242,200,normal,
2026-03-17T17:17:23.201011,file-processor,205.37,171.71,1,0,1,192.168.1.14,64,914,237,20.7,0,51648,200,normal,
2026-03-17T17:17:50.201011,api-handler,288.03,164.19,1,0,1,192.168.1.44,64,369,371,38.07,0,57811,200,normal,
2026-03-17T17:18:19.201011,db-query,555.67,169.6,1,0,1,192.168.1.21,64,302,440,10.11,0,50664,200,normal,
2026-03-17T17:18:32.201011,db-query,575.41,154.99,2,0,1,192.168.1.31,64,427,441,17.6,0,50541,200,normal,
2026-03-17T17:19:01.201011,file-processor,297.86,65.78,2,0,1,192.168.1.50,128,487,145,11.17,0,64568,200,normal,
2026-03-17T17:19:15.201011,file-processor,281.59,143.08,3,0,1,192.168.1.6,64,760,492,27.38,0,49174,200,normal,
2026-03-17T17:19:20.201011,db-query,54.3,75.06,2,0,1,192.168.1.23,64,834,195,39.78,0,50297,200,normal,
2026-03-17T17:19:49.201011,db-query,252.86,176.78,3,0,1,192.168.1.29,64,845,262,7.05,0,53918,200,normal,
2026-03-17T17:20:12.201011,db-query,176.89,143.13,2,0,1,192.168.1.6,128,630,209,35.4,0,62302,200,normal,
2026-03-17T17:20:30.201011,auth-service,349.04,64.18,3,0,1,192.168.1.23,64,887,390,40.57,0,58282,200,normal,
2026-03-17T17:21:00.201011,auth-service,482.23,167.34,3,0,1,192.168.1.31,64,431,215,48.2,0,64650,200,normal,
2026-03-17T17:21:27.201011,api-handler,401.94,110.4,2,0,1,192.168.1.43,64,904,418,15.99,0,55785,200,normal,
2026-03-17T17:21:33.201011,auth-service,382.67,173.43,3,0,1,192.168.1.25,64,936,232,45.36,0,64797,200,normal,
2026-03-17T17:21:58.201011,api-handler,76.46,108.46,1,0,1,192.168.1.1,64,334,376,22.98,0,60226,200,normal,
2026-03-17T17:22:14.201011,auth-service,101.47,79.49,3,0,1,192.168.1.1,64,417,199,19.78,0,63445,200,normal,
2026-03-17T17:22:30.201011,api-handler,103.96,80.72,3,0,1,192.168.1.8,64,615,439,26.1,0,50657,200,normal,
2026-03-17T17:22:48.201011,auth-service,186.79,87.24,1,0,1,192.168.1.13,64,757,182,21.67,0,62647,200,normal,
2026-03-17T17:22:57.201011,auth-service,576.83,77.0,1,0,1,192.168.1.44,64,485,344,49.89,0,49743,200,normal,
2026-03-17T17:23:15.201011,db-query,71.48,120.07,2,0,1,192.168.1.50,64,669,262,10.38,0,53641,200,normal,
2026-03-17T17:23:17.201011,api-handler,293.86,70.85,1,0,1,192.168.1.25,128,764,331,39.27,0,55397,200,normal,
2026-03-17T17:23:31.201011,file-processor,600.89,175.0,2,0,1,192.168.1.38,128,469,376,35.55,0,60167,200,normal,
2026-03-17T17:23:45.201011,auth-service,145.45,122.63,1,0,1,192.168.1.10,64,419,430,45.46,0,63234,200,normal,
2026-03-17T17:23:46.201011,auth-service,569.91,167.35,3,0,1,192.168.1.50,128,810,472,22.85,0,56945,200,normal,
2026-03-17T17:24:14.201011,auth-service,70.98,162.56,2,0,1,192.168.1.43,64,504,257,48.21,0,62631,200,normal,
2026-03-17T17:24:33.201011,auth-service,331.68,69.1,3,0,1,192.168.1.35,64,741,390,42.84,0,53517,200,normal,
2026-03-17T17:25:02.201011,api-handler,175.15,94.49,1,0,1,192.168.1.19,64,374,398,29.39,0,60649,200,normal,
2026-03-17T17:25:13.201011,auth-service,222.57,158.86,3,0,1,192.168.1.31,128,332,329,18.25,0,60560,200,normal,
2026-03-17T17:25:17.201011,db-query,747.83,172.18,2,0,1,192.168.1.8,64,520,392,32.6,0,65521,200,normal,
2026-03-17T17:25:29.201011,auth-service,296.67,113.14,3,0,1,192.168.1.26,128,344,403,29.23,0,64786,200,normal,
2026-03-17T17:25:53.201011,api-handler,596.0,77.66,3,0,1,192.168.1.25,128,674,229,6.62,0,61341,200,normal,
2026-03-17T17:26:01.201011,db-query,501.24,64.8,3,0,1,192.168.1.11,64,492,275,6.17,0,55167,200,normal,
2026-03-17T17:26:17.201011,file-processor,678.33,115.41,2,0,1,192.168.1.40,128,1003,268,17.08,0,54140,200,normal,
2026-03-17T17:26:23.201011,db-query,767.91,112.03,1,0,1,192.168.1.46,64,361,269,24.68,0,54661,200,normal,
2026-03-17T17:26:24.201011,file-processor,570.61,138.71,1,0,1,192.168.1.1,64,585,242,27.52,0,59477,200,normal,
2026-03-17T17:26:25.201011,file-processor,162.84,155.61,2,0,1,192.168.1.41,64,261,181,36.52,0,57153,200,normal,
2026-03-17T17:26:32.201011,file-processor,578.32,115.82,1,0,1,192.168.1.9,64,607,467,35.99,0,56503,200,normal,
2026-03-17T17:26:33.201011,db-query,642.18,175.85,1,0,1,192.168.1.8,64,568,309,18.81,0,55049,200,normal,
2026-03-17T17:26:53.201011,db-query,398.42,134.39,1,0,1,192.168.1.42,64,714,373,10.82,0,57211,200,normal,
2026-03-17T17:27:23.201011,file-processor,380.62,153.8,1,0,1,192.168.1.10,64,400,324,23.39,0,52991,200,normal,
2026-03-17T17:27:38.201011,file-processor,157.42,107.83,3,0,1,192.168.1.25,128,549,160,36.41,0,55450,200,normal,
2026-03-17T17:28:08.201011,api-handler,528.24,107.2,1,0,1,192.168.1.9,64,531,499,49.18,0,63298,200,normal,
2026-03-17T17:28:34.201011,file-processor,351.87,164.86,2,0,1,192.168.1.7,64,407,496,18.16,0,60587,200,normal,
2026-03-17T17:28:38.201011,api-handler,70.71,78.3,2,0,1,192.168.1.30,64,623,325,15.13,0,65397,200,normal,
2026-03-17T17:29:05.201011,api-handler,390.08,157.31,3,0,1,192.168.1.43,64,372,387,10.01,0,64781,200,normal,
2026-03-17T17:29:34.201011,api-handler,588.19,131.64,1,0,1,192.168.1.18,64,824,283,37.54,0,62983,200,normal,
2026-03-17T17:30:04.201011,db-query,589.59,112.18,3,0,1,192.168.1.44,64,658,259,30.23,0,53560,200,normal,
2026-03-17T17:30:17.201011,api-handler,123.23,73.9,3,0,1,192.168.1.7,64,499,332,25.19,0,60053,200,normal,
2026-03-17T17:30:25.201011,api-handler,134.29,77.08,1,0,1,192.168.1.10,128,877,196,46.19,0,63150,200,normal,
2026-03-17T17:30:47.201011,api-handler,387.77,88.08,1,0,1,192.168.1.46,64,362,231,27.34,0,57585,200,normal,
2026-03-17T17:31:08.201011,api-handler,257.35,110.41,2,0,1,192.168.1.40,64,687,322,33.9,0,54923,200,normal,
2026-03-17T17:31:35.201011,auth-service,731.25,107.24,2,0,1,192.168.1.2,128,852,279,29.76,0,55610,200,normal,
2026-03-17T17:31:48.201011,file-processor,675.16,108.28,1,0,1,192.168.1.5,128,312,496,47.59,0,54693,200,normal,
2026-03-17T17:32:02.201011,api-handler,686.81,108.01,2,0,1,192.168.1.17,128,996,440,44.27,0,50338,200,normal,
2026-03-17T17:32:32.201011,file-processor,568.14,84.29,3,0,1,192.168.1.38,64,862,156,35.86,0,63572,200,normal,
2026-03-17T17:32:48.201011,file-processor,551.54,65.28,2,0,1,192.168.1.47,128,295,321,26.64,0,58415,200,normal,
2026-03-17T17:33:11.201011,file-processor,371.39,120.66,3,0,1,192.168.1.6,64,368,191,44.62,0,53935,200,normal,
2026-03-17T17:33:40.201011,file-processor,277.61,160.34,3,0,1,192.168.1.43,64,620,224,34.98,0,53000,200,normal,
2026-03-17T17:33:59.201011,api-handler,70.54,72.56,2,0,1,192.168.1.25,64,978,431,9.44,0,64164,200,normal,
2026-03-17T17:34:02.201011,file-processor,458.51,65.37,1,0,1,192.168.1.34,64,837,279,32.67,0,61178,200,normal,
2026-03-17T17:34:12.201011,file-processor,449.26,115.55,1,0,1,192.168.1.25,64,419,220,11.66,0,63755,200,normal,
2026-03-17T17:34:24.201011,api-handler,495.69,165.79,2,0,1,192.168.1.15,64,883,394,43.0,0,65260,200,normal,
2026-03-17T17:34:36.201011,api-handler,490.44,122.25,1,0,1,192.168.1.25,128,1008,215,17.49,0,50914,200,normal,
2026-03-17T17:34:51.201011,auth-service,527.12,140.33,3,0,1,192.168.1.10,64,302,338,25.11,0,51096,200,normal,
2026-03-17T17:35:14.201011,db-query,474.3,161.14,1,0,1,192.168.1.21,64,519,155,40.5,0,51997,200,normal,
2026-03-17T17:35:24.201011,file-processor,72.54,111.91,3,0,1,192.168.1.22,128,986,369,7.13,0,57272,200,normal,
2026-03-17T17:35:50.201011,file-processor,112.95,94.81,3,0,1,192.168.1.14,64,679,425,43.53,0,56294,200,normal,
2026-03-17T17:36:06.201011,auth-service,624.11,71.12,3,0,1,192.168.1.40,128,340,368,33.98,0,63661,200,normal,
2026-03-17T17:36:34.201011,api-handler,411.49,78.62,1,0,1,192.168.1.26,64,955,300,45.76,0,60447,200,normal,
2026-03-17T17:37:00.201011,file-processor,370.62,161.45,2,0,1,192.168.1.45,128,405,337,19.62,0,58012,200,normal,
2026-03-17T17:37:19.201011,auth-service,465.18,83.89,2,0,1,192.168.1.28,128,408,283,7.46,0,54662,200,normal,
2026-03-17T17:37:43.201011,api-handler,336.28,85.22,2,0,1,192.168.1.26,128,378,419,21.7,0,59993,200,normal,
2026-03-17T17:37:47.201011,file-processor,396.49,163.12,1,0,1,192.168.1.26,64,499,480,36.72,0,64657,200,normal,
2026-03-17T17:38:09.201011,db-query,591.07,122.43,1,0,1,192.168.1.5,64,385,248,39.31,0,64646,200,normal,
2026-03-17T17:38:10.201011,db-query,289.2,97.39,1,0,1,192.168.1.33,64,515,289,33.66,0,49772,200,normal,
2026-03-17T17:38:11.201011,auth-service,157.85,118.44,1,0,1,192.168.1.42,64,616,206,46.24,0,62607,200,normal,
2026-03-17T17:38:17.201011,auth-service,265.84,168.55,1,0,1,192.168.1.44,128,610,134,22.86,0,55452,200,normal,
2026-03-17T17:38:32.201011,auth-service,397.1,105.67,3,0,1,192.168.1.11,64,355,170,40.88,0,52170,200,normal,
2026-03-17T17:38:38.201011,db-query,307.95,128.11,1,0,1,192.168.1.36,64,571,462,42.43,0,55948,200,normal,
2026-03-17T17:38:47.201011,file-processor,169.52,66.32,1,0,1,192.168.1.23,64,771,264,9.05,0,49753,200,normal,
2026-03-17T17:39:07.201011,db-query,466.0,78.32,2,0,1,192.168.1.12,64,502,328,13.77,0,57984,200,normal,
2026-03-17T17:39:09.201011,db-query,463.52,122.12,2,0,1,192.168.1.15,64,700,301,17.84,0,57347,200,normal,
2026-03-17T17:39:26.201011,file-processor,331.28,155.75,1,0,1,192.168.1.11,64,881,240,37.26,0,49217,200,normal,
2026-03-17T17:39:33.201011,db-query,441.74,86.59,3,0,1,192.168.1.42,64,835,329,38.77,0,50198,200,normal,
2026-03-17T17:39:56.201011,api-handler,394.09,86.0,2,0,1,192.168.1.9,64,906,280,34.88,0,64637,200,normal,
2026-03-17T17:40:16.201011,file-processor,657.34,168.98,2,0,1,192.168.1.34,64,686,292,10.27,0,57907,200,normal,
2026-03-17T17:40:41.201011,api-handler,183.83,124.82,2,0,1,192.168.1.32,64,868,274,46.65,0,51737,200,normal,
2026-03-17T17:40:52.201011,api-handler,579.75,141.91,1,0,1,192.168.1.24,64,325,295,7.35,0,50680,200,normal,
2026-03-17T17:41:17.201011,file-processor,438.3,69.04,2,0,1,192.168.1.30,64,884,289,6.77,0,58079,200,normal,
2026-03-17T17:41:33.201011,file-processor,285.17,170.67,3,0,1,192.168.1.48,64,736,151,43.6,0,54569,200,normal,
2026-03-17T17:41:38.201011,api-handler,231.78,150.93,2,0,1,192.168.1.34,128,584,286,37.96,0,64285,200,normal,
2026-03-17T17:41:48.201011,api-handler,690.94,94.34,2,0,1,192.168.1.39,64,759,392,35.95,0,61276,200,normal,
2026-03-17T17:42:12.201011,auth-service,90.89,76.7,2,0,1,192.168.1.16,64,565,484,27.39,0,58985,200,normal,
2026-03-17T17:42:38.201011,api-handler,228.03,116.5,2,0,1,192.168.1.13,64,379,335,27.22,0,61829,200,normal,
2026-03-17T17:42:54.201011,file-processor,219.1,71.43,2,0,1,192.168.1.43,64,917,355,36.62,0,51593,200,normal,
2026-03-17T17:43:13.201011,auth-service,572.77,68.33,3,0,1,192.168.1.5,128,279,260,30.43,0,59811,200,normal,
2026-03-17T17:43:39.201011,api-handler,597.1,157.97,2,0,1,192.168.1.20,64,556,274,7.3,0,59265,200,normal,
2026-03-17T17:44:04.201011,auth-service,211.0,154.97,2,0,1,192.168.1.20,128,970,358,37.71,0,50527,200,normal,
2026-03-17T17:44:30.201011,api-handler,715.73,169.79,2,0,1,192.168.1.3,128,265,512,30.73,0,62560,200,normal,
2026-03-17T17:44:37.201011,file-processor,258.2,72.12,3,0,1,192.168.1.28,128,376,433,27.13,0,57606,200,normal,
2026-03-17T17:44:54.201011,db-query,752.91,86.1,3,0,1,192.168.1.10,64,894,319,47.18,0,63785,200,normal,
2026-03-17T17:45:04.201011,api-handler,620.2,173.36,1,0,1,192.168.1.42,64,488,234,33.68,0,56027,200,normal,
2026-03-17T17:45:17.201011,auth-service,322.46,107.06,3,0,1,192.168.1.13,64,284,346,43.1,0,50096,200,normal,
2026-03-17T17:45:28.201011,db-query,591.8,103.35,1,0,1,192.168.1.44,128,736,271,38.88,0,53307,200,normal,
2026-03-17T17:45:46.201011,db-query,689.37,163.85,3,0,1,192.168.1.6,64,781,276,28.21,0,55107,200,normal,
2026-03-17T17:46:13.201011,db-query,605.67,115.36,3,0,1,192.168.1.48,64,680,351,18.33,0,64310,200,normal,
2026-03-17T17:46:41.201011,db-query,753.1,92.46,1,0,1,192.168.1.39,64,724,188,33.44,0,52083,200,normal,
2026-03-17T17:46:56.201011,api-handler,143.97,133.99,1,0,1,192.168.1.9,64,722,251,27.44,0,56917,200,normal,
2026-03-17T17:47:20.201011,api-handler,798.97,93.17,2,0,1,192.168.1.50,64,607,354,30.79,0,51834,200,normal,
2026-03-17T17:47:34.201011,auth-service,144.03,103.99,1,0,1,192.168.1.36,64,392,327,34.29,0,58257,200,normal,
2026-03-17T17:47:38.201011,auth-service,501.75,115.44,1,0,1,192.168.1.48,128,578,268,39.69,0,64459,200,normal,
2026-03-17T17:47:58.201011,auth-service,320.89,65.55,1,0,1,192.168.1.36,64,526,386,9.54,0,52715,200,normal,
2026-03-17T17:48:02.201011,api-handler,436.88,133.12,3,0,1,192.168.1.27,128,476,448,25.9,0,51255,200,normal,
2026-03-17T17:48:22.201011,auth-service,511.59,177.94,3,0,1,192.168.1.17,128,848,279,41.43,0,53549,200,normal,
2026-03-17T17:48:36.201011,auth-service,353.1,64.48,2,0,1,192.168.1.41,128,956,507,21.71,0,53716,200,normal,
2026-03-17T17:48:42.201011,db-query,780.91,83.74,3,0,1,192.168.1.24,64,523,393,28.74,0,50181,200,normal,
2026-03-17T17:49:00.201011,db-query,677.09,68.65,2,0,1,192.168.1.46,64,843,368,20.55,0,51080,200,normal,
2026-03-17T17:49:08.201011,file-processor,111.21,107.96,3,0,1,192.168.1.50,64,327,476,49.48,0,58617,200,normal,
2026-03-17T17:49:34.201011,file-processor,573.41,165.22,3,0,1,192.168.1.5,128,604,360,20.29,0,54824,200,normal,
2026-03-17T17:49:58.201011,db-query,666.17,88.04,1,0,1,192.168.1.15,64,767,445,36.33,0,57413,200,normal,
2026-03-17T17:50:00.201011,file-processor,128.83,152.58,2,0,1,192.168.1.29,64,697,237,34.33,0,63429,200,normal,
2026-03-17T17:50:05.201011,auth-service,131.79,178.19,3,0,1,192.168.1.15,64,392,331,31.74,0,49420,200,normal,
2026-03-17T17:50:31.201011,auth-service,547.11,75.46,3,0,1,192.168.1.47,64,589,279,31.56,0,54235,200,normal,
2026-03-17T17:50:45.201011,file-processor,358.47,175.98,3,0,1,192.168.1.31,64,548,471,44.44,0,57532,200,normal,
2026-03-17T17:51:09.201011,auth-service,315.01,102.72,3,0,1,192.168.1.32,64,884,300,6.43,0,50981,200,normal,
2026-03-17T17:51:33.201011,auth-service,361.19,161.32,3,0,1,192.168.1.18,64,991,395,29.38,0,57771,200,normal,
2026-03-17T17:51:54.201011,db-query,729.5,141.82,2,0,1,192.168.1.19,64,668,410,15.32,0,58008,200,normal,
2026-03-17T17:52:07.201011,file-processor,767.79,99.24,2,0,1,192.168.1.11,64,955,248,45.05,0,57186,200,normal,
2026-03-17T17:52:28.201011,auth-service,799.3,134.71,3,0,1,192.168.1.34,64,520,405,48.83,0,49539,200,normal,
2026-03-17T17:52:44.201011,auth-service,699.57,110.14,1,0,1,192.168.1.9,128,735,472,14.09,0,65323,200,normal,
2026-03-17T17:53:03.201011,db-query,128.47,67.59,1,0,1,192.168.1.13,64,902,415,33.46,0,50772,200,normal,
2026-03-17T17:53:28.201011,db-query,273.75,92.51,1,0,1,192.168.1.22,64,402,330,18.18,0,64511,200,normal,
2026-03-17T17:53:47.201011,file-processor,230.96,108.01,3,0,1,192.168.1.10,128,790,181,14.42,0,54652,200,normal,
2026-03-17T17:54:11.201011,db-query,322.43,145.5,2,0,1,192.168.1.8,128,730,510,8.22,0,64590,200,normal,
2026-03-17T17:54:25.201011,auth-service,392.63,128.38,3,0,1,192.168.1.24,64,909,370,44.15,0,49400,200,normal,
2026-03-17T17:54:44.201011,db-query,204.85,90.92,3,0,1,192.168.1.9,128,905,196,40.91,0,58772,200,normal,
2026-03-17T17:55:11.201011,api-handler,302.93,143.49,3,0,1,192.168.1.33,64,859,197,32.15,0,60833,200,normal,
2026-03-17T17:55:14.201011,db-query,485.92,143.71,1,0,1,192.168.1.17,64,644,212,25.85,0,54554,200,normal,
2026-03-17T17:55:38.201011,auth-service,131.84,98.41,2,0,1,192.168.1.23,128,694,416,18.5,0,64808,200,normal,
2026-03-17T17:55:44.201011,auth-service,774.37,123.85,1,0,1,192.168.1.28,64,442,170,41.71,0,57542,200,normal,
2026-03-17T17:56:12.201011,auth-service,526.96,64.5,3,0,1,192.168.1.31,64,585,285,35.83,0,65025,200,normal,
2026-03-17T17:56:13.201011,api-handler,609.54,97.88,2,0,1,192.168.1.5,64,383,317,18.67,0,53404,200,normal,
2026-03-17T17:56:34.201011,auth-service,526.52,105.71,2,0,1,192.168.1.33,64,511,273,44.7,0,63874,200,normal,
2026-03-17T17:56:37.201011,api-handler,201.33,106.52,3,0,1,192.168.1.9,64,881,396,6.1,0,57787,200,normal,
2026-03-17T17:56:55.201011,file-processor,472.35,141.74,3,0,1,192.168.1.6,64,547,160,44.05,0,65433,200,normal,
2026-03-17T17:57:15.201011,file-processor,510.58,146.13,3,0,1,192.168.1.19,64,577,335,12.72,0,53889,200,normal,
